-3.87536143235075,-1.25785195560693,-2.49243804124996,-0.490563781042771
-2.2341282333397,-0.439272787169249,-1.71526108097866,-2.68102558880757
-3.21104525029537,-0.31292531998523,-1.76682886371309,-2.85584811615875
-3.60754961521356,-0.523595284150792,-1.77573122861137,-1.55525609370706
-3.69236541779172,-0.556719659873979,-2.0052501331384,-1.31910505658752
-2.5867431905183,-0.44941068603807,-1.89174309645167,-1.99567037455464
-3.85025767380548,-0.243193569623182,-1.81179818256028,-3.46586686978781
-4.25141858745915,-0.90649719782173,-2.10145884147277,-0.777526213348757
-2.52616166378286,-0.439076836686927,-2.17583078795019,-1.82084078677053
-3.21643781652418,-0.2581127380757,-2.14307011572746,-2.65783189121938
