-0.600097439584097,-2.32941051387391,-1.09432102408008,-3.95692150745162
-0.534303707485092,-2.23509081773947,-1.244330247618,-3.97355084399845
-0.812020400816493,-1.76746252734649,-0.965472755600569,-5.41015778590737
-0.561896099024556,-2.06076867976786,-1.24160564814731,-4.29790601375211
-0.503552640964468,-2.03235819205957,-1.40912793878435,-3.90020079746057
-0.59576835280233,-2.19328981574939,-1.13339086544449,-4.17519792827793
-0.59587679985808,-1.93677227089749,-1.25559040636263,-3.91981789289149
-0.641195168359495,-1.91662893962147,-1.18333061704505,-3.913104966191
-0.587922831912043,-2.02647333765564,-1.21965565037048,-4.05193321806828
-0.860795180642096,-1.64984168425493,-1.0005278082958,-4.05078886870779
-0.755862510750718,-2.00851757824084,-0.969425982020221,-4.08006013458599
-0.505490974671601,-2.20807229695304,-1.29647841820975,-4.31361259871748
-0.689341623435025,-1.88376917867067,-1.1121169670351,-4.06194433754788
-0.558520288076854,-2.0135078426184,-1.26579170464405,-4.38927972754121
-0.543531279997177,-2.13341295330196,-1.25301575795915,-4.18438979827204
-0.666325591928791,-1.81224046248773,-1.17207205407608,-4.3128483027146
-0.544598650416795,-1.90821777154715,-1.35826468845817,-4.235376078462
-0.578705650614414,-1.87989176203234,-1.30767423578088,-4.11527123242117
-0.608025035552272,-1.85380400753796,-1.27252952334205,-3.97322568705841
-0.622018356258631,-1.87441741864956,-1.23444554358239,-3.97924063020848
-0.588834572574071,-2.00948167554025,-1.21582238887388,-4.23346425464998
-0.668135050152803,-2.05264379803592,-1.08208697455615,-3.90934262662871
-0.663822105996623,-2.059619400921,-1.06460832456675,-4.36183466726557
-0.864012592761642,-1.68226453396534,-0.969090804491999,-4.33116365526327
-0.637245489012602,-1.6518598975705,-1.31789542169087,-4.4344159065308
-0.523224327124513,-2.16161370156179,-1.2927515890619,-4.03194847918541
-0.555246283463988,-2.06377173394306,-1.26728079473746,-4.04563135871879
-0.679360872058306,-1.94028954217126,-1.09939042018054,-4.11519809969763
-0.70373097185261,-2.33009266444723,-0.932108539494761,-4.25067536360731
-0.573430988224105,-2.32183751400775,-1.13494148845451,-4.08177707367091
-0.543487886238024,-2.03104429975621,-1.31591503033471,-3.91937223749817
-0.620479925648174,-2.14759976796495,-1.11563123637707,-4.02624270110087
-0.610837495691143,-2.24096666372615,-1.11677133209733,-3.75444661139548
-0.690689006983497,-2.05115404507214,-1.05589897662593,-3.80301494365482
-0.513100551729307,-2.29681038544619,-1.25742462799077,-4.11054825101363
-0.505984677443155,-1.96760492300984,-1.41601029985196,-4.22558274756301
-0.610693160022949,-1.94066550949841,-1.21711240864443,-4.0551210849583
-0.723664396600835,-1.86556717617311,-1.06711446603109,-4.12150761253726
-0.659708370731759,-1.93432721249804,-1.1377744628449,-4.02045140910646
-0.804962786494386,-1.96747554128672,-0.943451258697707,-3.7378982846517
-0.507639433007535,-1.86944788221605,-1.48513122985131,-4.05106450622857
-0.666093627650523,-1.71186173978434,-1.24320190455024,-4.05704365253368
-0.508120853384613,-2.24526146504591,-1.26455072352951,-4.59433259471833
-0.503961099059258,-2.19926628276506,-1.30942521319229,-4.19920920694203
-0.506708636182687,-2.08946539883846,-1.37490479805922,-3.86763436921488
-0.613318965807058,-1.94351233898738,-1.20342843240418,-4.19398478038981
-0.574737452964975,-1.83283559401501,-1.34375011327943,-4.11521232307675
-0.538522996974789,-1.9272544765945,-1.38741472183958,-3.85738945864559
-0.442060924649724,-2.27347219785933,-1.42583013664941,-4.26680333987382
-0.641069510340431,-1.81030244428584,-1.21281703876415,-4.3974942082978
-0.569080320571411,-2.16239338302706,-1.19832260313477,-4.06255942740991
-0.561341806729171,-1.83837404051779,-1.35038527152743,-4.47936558862287
-0.659738660060059,-2.19975565686078,-1.04844823001098,-3.83034418698169
-0.66717087796038,-1.77827013139626,-1.21542701195963,-3.84772409557953
-0.463541501408108,-2.13273528046395,-1.4450945258192,-4.09165135003591
-0.527269043038824,-2.23546898934314,-1.23279247503487,-4.47713600158909
-0.54449368738982,-2.00531127587447,-1.314692411683,-4.09298988647986
-0.560794654110012,-2.10052192925422,-1.24532403110318,-3.96307860676799
-0.645823057497757,-1.94266871012827,-1.13453786161363,-4.52106310529694
-0.532336167165773,-2.37032219522076,-1.19787151150166,-4.04658865876442
-0.587734738691402,-1.83552333080982,-1.31924405118171,-4.04279911658419
-0.48897800188737,-1.98651269136763,-1.47610749482537,-3.86091505507321
-0.655558877131781,-2.19222268379251,-1.06986322194788,-3.64488344509393
-0.496826111646927,-2.39859616141501,-1.2601551562871,-4.0695072070593
-0.571452383413579,-1.94964865067603,-1.28653196544292,-4.08970528116319
-0.521033987022308,-1.7860060558589,-1.50598342348759,-4.09435671909247
-0.613937002398285,-1.8884976777911,-1.23818105997217,-4.0413295222617
-0.600276734659387,-1.77908595051745,-1.34244942026246,-3.84704207903176
-0.729836024900892,-1.85293661296977,-1.0630696186228,-4.1450950741887
-0.551725634757292,-2.01631085850504,-1.29829878448277,-4.02276692380728
-0.620608484513126,-1.84850205888651,-1.24207636750952,-4.12732577978334
-0.606727946475895,-1.83301536850762,-1.26487940528569,-4.36895871958335
